Interval:			12
Number of Data Points:			100

Time Setting:			100 Meas. Pts.
			Meas. Pt. Duration 0.5 min
Measuring Profile:
  Shear Rate			d(gamma)/dt = 100 1/s
  Temperature			T[-1] = 80 ... 30 °C lin

Meas. Pts.	Angular Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Complex Viscosity	Torque	Status	Time	Viscosity	Shear Rate
71	******	******	******	******	44.6	******	0.027	Dy_auto	6,910	0.0659	100
72	******	******	******	******	44.1	******	0.0356	Dy_auto	6,940	0.0872	100
73	******	******	******	******	43.6	******	0.0477	Dy_auto	6,970	0.117	100
74	******	******	******	******	43.1	******	0.0635	Dy_auto	7,000	0.155	100
75	******	******	******	******	42.6	******	0.0846	Dy_auto	7,030	0.207	100
76	******	******	******	******	42.1	******	0.113	Dy_auto	7,060	0.277	100
77	******	******	******	******	41.6	******	0.15	Dy_auto	7,090	0.366	100
78	******	******	******	******	41.1	******	0.199	Dy_auto	7,120	0.487	100
79	******	******	******	******	40.6	******	0.263	Dy_auto	7,150	0.644	100
80	******	******	******	******	40	******	0.354	Dy_auto	7,180	0.865	100
81	******	******	******	******	39.5	******	0.479	Dy_auto	7,210	1.17	100
82	******	******	******	******	39	******	0.664	Dy_auto	7,240	1.62	100
83	******	******	******	******	38.5	******	0.919	Dy_auto	7,270	2.25	100
84	******	******	******	******	38	******	1.24	Dy_auto	7,300	3.04	100
85	******	******	******	******	37.5	******	1.6	Dy_auto	7,330	3.91	100
86	******	******	******	******	37	******	1.94	Dy_auto	7,360	4.75	100
87	******	******	******	******	36.5	******	2.27	Dy_auto	7,390	5.54	100
88	******	******	******	******	36	******	2.59	Dy_auto	7,420	6.33	100
89	******	******	******	******	35.5	******	2.9	Dy_auto	7,450	7.08	100
90	******	******	******	******	35	******	3.22	Dy_auto	7,480	7.88	100
91	******	******	******	******	34.5	******	3.51	Dy_auto	7,510	8.58	100
92	******	******	******	******	34	******	3.74	Dy_auto	7,540	9.14	100
93	******	******	******	******	33.5	******	3.26	Dy_auto	7,570	7.97	100
94	******	******	******	******	33	******	2.84	Dy_auto	7,600	6.95	100
95	******	******	******	******	32.5	******	2.62	Dy_auto	7,630	6.41	100
96	******	******	******	******	32	******	2.37	Dy_auto	7,660	5.78	100
97	******	******	******	******	31.5	******	2.6	Dy_auto	7,690	6.35	100
98	******	******	******	******	31	******	2.59	Dy_auto	7,720	6.33	100
99	******	******	******	******	30.4	******	2.3	Dy_auto	7,750	5.63	100
100	******	******	******	******	29.9	******	1.95	Dy_auto	7,780	4.77	100
